order_bk,carrier,tracking_number,shipped_date_sk,delivered_date_sk,is_delivered
1000009243,PICKUP,,595.0,596.0,1
1000009244,Correo Argentino,TRK-VEDASXG3JF,393.0,397.0,1
1000009245,Correo Argentino,TRK-BVXZSEQPIV,317.0,320.0,1
1000009246,Correo Argentino,TRK-2PR7ZBFCJK,544.0,547.0,1
1000009247,Correo Argentino,TRK-WHZLLC5OS0,603.0,608.0,1
1000009248,PICKUP,,,,0
1000009249,PICKUP,,489.0,490.0,1
1000009250,Correo Argentino,TRK-33HRBDG6U5,14.0,18.0,1
1000009251,Correo Argentino,TRK-47BNYJQJAB,14.0,19.0,1
1000009252,PICKUP,,221.0,222.0,1
1000009253,Correo Argentino,TRK-6BAJY7339S,94.0,98.0,1
1000009254,Correo Argentino,TRK-56N6FD2I4W,230.0,234.0,1
1000009255,PICKUP,,395.0,396.0,1
1000009256,Correo Argentino,TRK-AFA3ATLH7C,178.0,180.0,1
1000009257,Correo Argentino,TRK-26EROZ15TH,175.0,177.0,1
1000009258,Correo Argentino,TRK-ZK7TKQ2I0P,212.0,214.0,1
1000009259,PICKUP,,240.0,241.0,1
1000009260,PICKUP,,8.0,9.0,1
1000009261,Correo Argentino,TRK-1QS0T7B9XT,85.0,90.0,1
1000009262,PICKUP,,161.0,162.0,1
1000009263,Correo Argentino,TRK-VY4U9E7IW8,389.0,394.0,1
1000009264,PICKUP,,200.0,201.0,1
1000009265,PICKUP,,374.0,375.0,1
1000009266,PICKUP,,224.0,225.0,1
1000009267,PICKUP,,322.0,323.0,1
1000009268,Correo Argentino,TRK-8LJ20VKMME,118.0,121.0,1
1000009269,Correo Argentino,TRK-H63175PDQI,279.0,281.0,1
1000009270,Correo Argentino,,,,0
1000009271,Correo Argentino,TRK-J61EWS8GJC,498.0,502.0,1
1000009272,PICKUP,,415.0,416.0,1
1000009273,Correo Argentino,,,,0
1000009274,PICKUP,,56.0,57.0,1
1000009275,Correo Argentino,TRK-GTXKJ81LTB,53.0,57.0,1
1000009276,Correo Argentino,TRK-8ITJF74MDK,89.0,94.0,1
1000009277,Correo Argentino,TRK-DZOPDWPRTT,254.0,259.0,1
1000009278,Correo Argentino,TRK-WWEKFUGGNI,51.0,56.0,1
1000009279,PICKUP,,512.0,513.0,1
1000009280,Correo Argentino,TRK-MRDNQXU095,587.0,590.0,1
1000009281,PICKUP,,342.0,343.0,1
1000009282,Correo Argentino,TRK-7I19TF1ZAV,204.0,207.0,1
1000009283,PICKUP,,266.0,267.0,1
1000009284,Correo Argentino,TRK-X81O38K7DD,348.0,354.0,1
1000009285,Correo Argentino,,,,0
1000009286,Correo Argentino,TRK-Q6HZU6YVE5,49.0,51.0,1
1000009287,Correo Argentino,TRK-U6WN0K8ABL,270.0,274.0,1
1000009288,Correo Argentino,TRK-ECQTSEYMQN,160.0,162.0,1
1000009289,PICKUP,,184.0,185.0,1
1000009290,PICKUP,,230.0,231.0,1
1000009291,Correo Argentino,TRK-GIXO2PMTVO,374.0,376.0,1
1000009292,Correo Argentino,TRK-0GPRTEEQRB,537.0,540.0,1
1000009293,Correo Argentino,TRK-LHWSHRKKX4,313.0,318.0,1
1000009294,Correo Argentino,TRK-XZ2Q7VFRB8,513.0,517.0,1
1000009295,PICKUP,,380.0,381.0,1
1000009296,Correo Argentino,TRK-S8NDOIXQ0P,520.0,524.0,1
1000009297,PICKUP,,21.0,22.0,1
1000009298,Correo Argentino,TRK-5YDT3N6FE5,440.0,444.0,1
1000009299,PICKUP,,341.0,342.0,1
1000009300,Correo Argentino,TRK-XF0ED1L3TX,48.0,53.0,1
1000009301,PICKUP,,206.0,207.0,1
1000009302,PICKUP,,70.0,71.0,1
1000009303,Correo Argentino,TRK-WKC2OV4IFL,136.0,140.0,1
1000009304,PICKUP,,187.0,188.0,1
1000009305,Correo Argentino,TRK-9ISC7YZ383,622.0,624.0,1
1000009306,PICKUP,,28.0,29.0,1
1000009307,Correo Argentino,TRK-SAFYTM1H5O,626.0,630.0,1
1000009308,Correo Argentino,TRK-9Q0IT02ZP7,592.0,597.0,1
1000009309,PICKUP,,354.0,355.0,1
1000009310,PICKUP,,12.0,13.0,1
1000009311,Correo Argentino,,,,0
1000009312,PICKUP,,517.0,518.0,1
1000009313,Correo Argentino,TRK-IJ9TECUXS2,629.0,631.0,1
1000009314,Correo Argentino,TRK-UCOHC2P7J7,537.0,540.0,1
1000009315,PICKUP,,261.0,262.0,1
1000009316,Correo Argentino,TRK-UXQ96IPS53,235.0,240.0,1
1000009317,PICKUP,,117.0,118.0,1
1000009318,PICKUP,,279.0,280.0,1
1000009319,Correo Argentino,TRK-4OPE3KM771,526.0,531.0,1
1000009320,Correo Argentino,TRK-8GZA34BAQN,498.0,501.0,1
1000009321,Correo Argentino,TRK-WB46WN73KK,53.0,57.0,1
1000009322,Correo Argentino,TRK-BVNLRAGZC2,640.0,643.0,1
1000009323,Correo Argentino,TRK-NX60861WAL,194.0,199.0,1
1000009324,PICKUP,,576.0,577.0,1
1000009325,PICKUP,,130.0,131.0,1
1000009326,PICKUP,,219.0,220.0,1
1000009327,PICKUP,,349.0,350.0,1
1000009328,Correo Argentino,TRK-ZC7NJ7ZYFC,71.0,73.0,1
1000009329,Correo Argentino,TRK-O4Z545L8LC,96.0,101.0,1
1000009330,PICKUP,,265.0,266.0,1
1000009331,Correo Argentino,TRK-N0LXIOQAEF,300.0,304.0,1
1000009332,Correo Argentino,TRK-EIW49A1YY5,132.0,137.0,1
1000009333,Correo Argentino,TRK-IYBQ82TA1A,545.0,549.0,1
1000009334,Correo Argentino,TRK-6XCSQA25GX,186.0,190.0,1
1000009335,PICKUP,,296.0,297.0,1
1000009336,PICKUP,,138.0,139.0,1
1000009337,Correo Argentino,TRK-Q5XE0NEVEE,121.0,124.0,1
1000009338,PICKUP,,178.0,179.0,1
1000009339,Correo Argentino,,,,0
1000009340,Correo Argentino,,,,0
1000009341,Correo Argentino,TRK-YY4IXIONGJ,123.0,127.0,1
1000009342,PICKUP,,160.0,161.0,1
1000009343,PICKUP,,6.0,7.0,1
1000009344,PICKUP,,475.0,476.0,1
1000009345,PICKUP,,,,0
1000009346,Correo Argentino,TRK-53K23ITYYO,488.0,491.0,1
1000009347,PICKUP,,187.0,188.0,1
1000009348,Correo Argentino,TRK-L16TC5LJF7,220.0,225.0,1
1000009349,PICKUP,,618.0,619.0,1
1000009350,Correo Argentino,TRK-W788A8FMXX,566.0,570.0,1
1000009351,Correo Argentino,TRK-PZ5NZ02G8K,294.0,299.0,1
1000009352,PICKUP,,82.0,83.0,1
1000009353,PICKUP,,541.0,542.0,1
1000009354,PICKUP,,143.0,144.0,1
1000009355,PICKUP,,526.0,527.0,1
1000009356,Correo Argentino,TRK-1F77CK40TD,341.0,343.0,1
1000009357,Correo Argentino,TRK-B0KYC3HYJ6,527.0,531.0,1
1000009358,Correo Argentino,TRK-X8ABFINO8S,83.0,86.0,1
1000009359,Correo Argentino,TRK-LHVSYLWV2Y,331.0,334.0,1
1000009360,Correo Argentino,TRK-I58CJ0L41Z,247.0,251.0,1
1000009361,Correo Argentino,TRK-YHH1FF6J6D,563.0,568.0,1
1000009362,Correo Argentino,TRK-X4HE6FW3CQ,555.0,558.0,1
1000009363,PICKUP,,145.0,146.0,1
1000009364,PICKUP,,352.0,353.0,1
1000009365,PICKUP,,208.0,209.0,1
1000009366,Correo Argentino,TRK-6A28INRQRS,321.0,323.0,1
1000009367,PICKUP,,137.0,138.0,1
1000009368,PICKUP,,93.0,94.0,1
1000009369,Correo Argentino,TRK-URO5X014DE,211.0,216.0,1
1000009370,PICKUP,,9.0,10.0,1
1000009371,Correo Argentino,TRK-4ZW2IWKUEU,325.0,330.0,1
1000009372,PICKUP,,432.0,433.0,1
1000009373,Correo Argentino,TRK-YRF3SILREG,471.0,476.0,1
1000009374,PICKUP,,243.0,244.0,1
1000009375,PICKUP,,,,0
1000009376,PICKUP,,309.0,310.0,1
1000009377,Correo Argentino,TRK-7DBF92DL8P,316.0,318.0,1
1000009378,Correo Argentino,TRK-VGUA09MOVC,334.0,338.0,1
1000009379,PICKUP,,273.0,274.0,1
1000009380,PICKUP,,600.0,601.0,1
1000009381,Correo Argentino,TRK-FR9JWOELG1,545.0,548.0,1
1000009382,PICKUP,,374.0,375.0,1
1000009383,Correo Argentino,TRK-3QKUM3G0L9,46.0,50.0,1
1000009384,Correo Argentino,TRK-F2MNZ5I2OB,249.0,254.0,1
1000009385,Correo Argentino,TRK-9KYZQKDHLD,485.0,488.0,1
1000009386,PICKUP,,546.0,547.0,1
1000009387,Correo Argentino,TRK-DXEZMVWWOH,554.0,557.0,1
1000009388,Correo Argentino,TRK-3U6C73QY9S,142.0,144.0,1
1000009389,Correo Argentino,TRK-VMMVHJORZJ,58.0,63.0,1
1000009390,Correo Argentino,TRK-OL88YQETQD,305.0,310.0,1
1000009391,Correo Argentino,TRK-0VU6INAY4Q,437.0,442.0,1
1000009392,Correo Argentino,TRK-8KLJ50N3CB,3.0,8.0,1
1000009393,PICKUP,,610.0,611.0,1
1000009394,PICKUP,,409.0,410.0,1
1000009395,PICKUP,,237.0,238.0,1
1000009396,Correo Argentino,TRK-FM6VD2UFAR,251.0,258.0,1
1000009397,PICKUP,,92.0,93.0,1
1000009398,PICKUP,,597.0,598.0,1
1000009399,Correo Argentino,TRK-XOVE40IO57,385.0,390.0,1
1000009400,Correo Argentino,TRK-DNUIIZJ23K,453.0,455.0,1
1000009401,PICKUP,,570.0,571.0,1
1000009402,Correo Argentino,TRK-Z2HWEBN84G,631.0,634.0,1
1000009403,Correo Argentino,TRK-6W2U4QS86Q,531.0,535.0,1
1000009404,Correo Argentino,TRK-28NK5DEQTB,20.0,25.0,1
1000009405,Correo Argentino,TRK-VQCXT20LQY,373.0,376.0,1
1000009406,PICKUP,,42.0,43.0,1
1000009407,PICKUP,,64.0,65.0,1
1000009408,PICKUP,,524.0,525.0,1
1000009409,PICKUP,,434.0,435.0,1
1000009410,Correo Argentino,TRK-G2FWPT55V7,525.0,529.0,1
1000009411,PICKUP,,420.0,421.0,1
1000009412,Correo Argentino,,,,0
1000009413,Correo Argentino,TRK-MYZMMXYMIA,424.0,427.0,1
1000009414,PICKUP,,274.0,275.0,1
1000009415,PICKUP,,487.0,488.0,1
1000009416,Correo Argentino,TRK-STR5UYJK3T,568.0,572.0,1
1000009417,Correo Argentino,TRK-EVUH3IHQCO,501.0,505.0,1
1000009418,Correo Argentino,TRK-T1BLFKKWLZ,636.0,641.0,1
1000009419,Correo Argentino,TRK-LFVSKZXCNT,412.0,417.0,1
1000009420,Correo Argentino,TRK-TEX50TH4X8,455.0,459.0,1
1000009421,Correo Argentino,TRK-9FD3LKQRN3,85.0,91.0,1
1000009422,Correo Argentino,TRK-8CU98KWFT1,384.0,387.0,1
1000009423,PICKUP,,395.0,396.0,1
1000009424,Correo Argentino,TRK-N3OBUOP6EN,87.0,91.0,1
1000009425,PICKUP,,216.0,217.0,1
1000009426,PICKUP,,,,0
1000009427,Correo Argentino,TRK-4ZIQIC8OXQ,466.0,469.0,1
1000009428,PICKUP,,624.0,625.0,1
1000009429,Correo Argentino,TRK-5MTG57T525,414.0,416.0,1
1000009430,Correo Argentino,TRK-XTHRM2CGIY,396.0,398.0,1
1000009431,Correo Argentino,TRK-L0G6XZH7KX,537.0,541.0,1
1000009432,Correo Argentino,TRK-3BKK8GHVNU,333.0,336.0,1
1000009433,PICKUP,,120.0,121.0,1
1000009434,Correo Argentino,TRK-EWN8NRQ54E,601.0,606.0,1
1000009435,PICKUP,,394.0,395.0,1
1000009436,PICKUP,,277.0,278.0,1
1000009437,PICKUP,,353.0,354.0,1
1000009438,Correo Argentino,TRK-9G7AN4CR0W,497.0,500.0,1
1000009439,Correo Argentino,TRK-YDNF2ZV26S,457.0,464.0,1
1000009440,Correo Argentino,TRK-ZAX2K9836V,610.0,614.0,1
1000009441,Correo Argentino,,,,0
1000009442,PICKUP,,270.0,271.0,1
1000009443,Correo Argentino,TRK-12CUW5YM2J,381.0,384.0,1
1000009444,PICKUP,,29.0,30.0,1
1000009445,Correo Argentino,TRK-M7JIL0073M,41.0,46.0,1
1000009446,Correo Argentino,TRK-9TJZCX3SLT,309.0,312.0,1
1000009447,PICKUP,,501.0,502.0,1
1000009448,Correo Argentino,TRK-839S0HWXR1,37.0,41.0,1
1000009449,PICKUP,,339.0,340.0,1
1000009450,PICKUP,,443.0,444.0,1
1000009451,PICKUP,,247.0,248.0,1
1000009452,PICKUP,,399.0,400.0,1
1000009453,Correo Argentino,,,,0
1000009454,Correo Argentino,TRK-GS16REFPYM,350.0,352.0,1
1000009455,Correo Argentino,TRK-WBXKWI6MRI,567.0,572.0,1
1000009456,PICKUP,,385.0,386.0,1
1000009457,Correo Argentino,TRK-WVY1QIM3BT,368.0,373.0,1
1000009458,Correo Argentino,TRK-55QJOBD784,535.0,539.0,1
1000009459,Correo Argentino,TRK-LY9YVIJ1ZT,236.0,241.0,1
1000009460,PICKUP,,111.0,112.0,1
1000009461,PICKUP,,430.0,431.0,1
1000009462,PICKUP,,,,0
1000009463,PICKUP,,501.0,502.0,1
1000009464,PICKUP,,170.0,171.0,1
1000009465,PICKUP,,148.0,149.0,1
1000009466,Correo Argentino,TRK-BOJLY61OQZ,265.0,269.0,1
1000009467,PICKUP,,519.0,520.0,1
1000009468,Correo Argentino,TRK-141D86BYL1,157.0,159.0,1
1000009469,Correo Argentino,TRK-036KCC4TVV,210.0,212.0,1
1000009470,PICKUP,,91.0,92.0,1
1000009471,PICKUP,,618.0,619.0,1
1000009472,Correo Argentino,TRK-I1TE54GYCQ,475.0,477.0,1
1000009473,PICKUP,,422.0,423.0,1
1000009474,Correo Argentino,TRK-XRD2M1EH3J,613.0,615.0,1
1000009475,PICKUP,,385.0,386.0,1
1000009476,Correo Argentino,TRK-F979NX6CFH,485.0,489.0,1
1000009477,PICKUP,,259.0,260.0,1
1000009478,Correo Argentino,TRK-7HV3KBJE7H,82.0,87.0,1
1000009479,Correo Argentino,TRK-0UIV527DSX,447.0,452.0,1
1000009480,PICKUP,,608.0,609.0,1
1000009481,PICKUP,,,,0
1000009482,Correo Argentino,TRK-77BN2EZ1ID,577.0,580.0,1
1000009483,Correo Argentino,TRK-CS2S3JJDOS,430.0,433.0,1
1000009484,Correo Argentino,TRK-7ASAZBUWNP,606.0,610.0,1
1000009485,Correo Argentino,TRK-BUUWF5A2NT,311.0,314.0,1
1000009486,PICKUP,,225.0,226.0,1
1000009487,PICKUP,,15.0,16.0,1
1000009488,PICKUP,,543.0,544.0,1
1000009489,PICKUP,,24.0,25.0,1
1000009490,PICKUP,,511.0,512.0,1
1000009491,Correo Argentino,TRK-0H8XX51ZNF,441.0,445.0,1
1000009492,PICKUP,,244.0,245.0,1
1000009493,PICKUP,,15.0,16.0,1
1000009494,PICKUP,,324.0,325.0,1
1000009495,PICKUP,,,,0
1000009496,PICKUP,,466.0,467.0,1
1000009497,Correo Argentino,TRK-ZNOXS1VEG3,114.0,118.0,1
1000009498,PICKUP,,249.0,250.0,1
1000009499,Correo Argentino,TRK-61Y9J6WQRH,599.0,602.0,1
1000009500,Correo Argentino,TRK-AFQU7UPTS9,262.0,267.0,1
1000009501,Correo Argentino,TRK-VEPZDK986Q,313.0,318.0,1
1000009502,Correo Argentino,TRK-6PT8YDWJ3T,309.0,312.0,1
1000009503,Correo Argentino,TRK-PR7RT0FC22,78.0,82.0,1
1000009504,PICKUP,,240.0,241.0,1
1000009505,Correo Argentino,TRK-WJQZ5O3J0Z,449.0,454.0,1
1000009506,Correo Argentino,TRK-KEVNI6BXUI,608.0,611.0,1
1000009507,PICKUP,,569.0,570.0,1
1000009508,Correo Argentino,TRK-CQTLIQQYMD,160.0,162.0,1
1000009509,Correo Argentino,TRK-2NP0RMXD5C,117.0,122.0,1
1000009510,PICKUP,,329.0,330.0,1
1000009511,Correo Argentino,TRK-AW6PFCXM1B,355.0,360.0,1
1000009512,PICKUP,,545.0,546.0,1
1000009513,Correo Argentino,TRK-KBRQP769JT,310.0,316.0,1
1000009514,Correo Argentino,TRK-58SMBKIYK9,32.0,34.0,1
1000009515,Correo Argentino,TRK-4IQDL6R7N9,7.0,13.0,1
1000009516,Correo Argentino,TRK-AMOP6OVPSL,585.0,588.0,1
1000009517,Correo Argentino,TRK-9Z662NRUOJ,280.0,284.0,1
1000009518,PICKUP,,479.0,480.0,1
1000009519,Correo Argentino,TRK-UJG23T95XE,64.0,68.0,1
1000009520,Correo Argentino,TRK-A9DF9M52GL,558.0,561.0,1
1000009521,PICKUP,,89.0,90.0,1
1000009522,Correo Argentino,TRK-VCT61YDPC1,585.0,587.0,1
1000009523,Correo Argentino,TRK-4V1NG3IYXC,625.0,627.0,1
1000009524,Correo Argentino,TRK-BHUT8UZKNC,217.0,220.0,1
1000009525,PICKUP,,144.0,145.0,1
1000009526,Correo Argentino,TRK-PHFIOVIWVO,461.0,465.0,1
1000009527,PICKUP,,147.0,148.0,1
1000009528,PICKUP,,439.0,440.0,1
1000009529,Correo Argentino,,,,0
1000009530,PICKUP,,491.0,492.0,1
1000009531,Correo Argentino,TRK-MK7K811KUE,600.0,604.0,1
1000009532,Correo Argentino,TRK-3XXTC7UDGC,616.0,619.0,1
1000009533,Correo Argentino,TRK-9LVLXSKABO,581.0,585.0,1
1000009534,PICKUP,,,,0
1000009535,PICKUP,,97.0,98.0,1
1000009536,Correo Argentino,TRK-JX3KMCIMXN,589.0,591.0,1
1000009537,Correo Argentino,,,,0
1000009538,PICKUP,,238.0,239.0,1
1000009539,Correo Argentino,TRK-HVR51NGQHF,270.0,274.0,1
1000009540,Correo Argentino,TRK-PSCGNR0MYS,357.0,361.0,1
1000009541,PICKUP,,383.0,384.0,1
1000009542,Correo Argentino,TRK-QKWNZWPXQM,556.0,559.0,1
1000009543,PICKUP,,102.0,103.0,1
1000009544,Correo Argentino,TRK-DJLH1PR5CW,161.0,166.0,1
1000009545,Correo Argentino,,,,0
1000009546,Correo Argentino,TRK-X6UD6ZEJYT,553.0,556.0,1
1000009547,Correo Argentino,TRK-1X0MDI29P1,455.0,457.0,1
1000009548,PICKUP,,256.0,257.0,1
1000009549,Correo Argentino,TRK-YY8XSIRYU4,18.0,21.0,1
1000009550,Correo Argentino,TRK-JHN66X7VWJ,22.0,24.0,1
1000009551,Correo Argentino,TRK-UCAW0RG3Q6,369.0,373.0,1
1000009552,Correo Argentino,TRK-GVDQDLXZXE,197.0,200.0,1
1000009553,Correo Argentino,TRK-0S9TBIWHS2,553.0,557.0,1
1000009554,Correo Argentino,TRK-KWS8TZGKJ8,560.0,565.0,1
1000009555,Correo Argentino,TRK-43703UZQHR,435.0,437.0,1
1000009556,PICKUP,,489.0,490.0,1
1000009557,Correo Argentino,TRK-RJCB8VN15Y,6.0,8.0,1
1000009558,Correo Argentino,TRK-COA8D25PEP,567.0,570.0,1
1000009559,PICKUP,,343.0,344.0,1
1000009560,Correo Argentino,,,,0
1000009561,Correo Argentino,TRK-8J086QCPCZ,355.0,357.0,1
1000009562,Correo Argentino,TRK-Z1DN69ULV4,312.0,317.0,1
1000009563,PICKUP,,,,0
1000009564,Correo Argentino,TRK-XP1K4MVM9E,393.0,399.0,1
1000009565,Correo Argentino,TRK-IZ3CDTK5X1,221.0,225.0,1
1000009566,Correo Argentino,TRK-5A62BW4WGQ,638.0,642.0,1
1000009567,PICKUP,,156.0,157.0,1
1000009568,Correo Argentino,,,,0
1000009569,Correo Argentino,TRK-GVN8C3ZJFW,325.0,329.0,1
1000009570,Correo Argentino,TRK-GY6QCAQ19K,634.0,637.0,1
1000009571,PICKUP,,631.0,632.0,1
1000009572,Correo Argentino,TRK-X1F80OUU3N,96.0,102.0,1
1000009573,Correo Argentino,,,,0
1000009574,Correo Argentino,TRK-I6GVXS6WIZ,214.0,218.0,1
1000009575,PICKUP,,248.0,249.0,1
1000009576,PICKUP,,552.0,553.0,1
1000009577,PICKUP,,536.0,537.0,1
1000009578,Correo Argentino,TRK-1G7XQYNCAF,103.0,106.0,1
1000009579,Correo Argentino,TRK-QKHR0ZR2CQ,187.0,192.0,1
1000009580,Correo Argentino,TRK-T82T1JEVPW,579.0,581.0,1
1000009581,Correo Argentino,TRK-OWMSJPLRM3,191.0,197.0,1
1000009582,PICKUP,,466.0,467.0,1
1000009583,PICKUP,,16.0,17.0,1
1000009584,Correo Argentino,TRK-BNVAPJ2V97,128.0,132.0,1
1000009585,Correo Argentino,TRK-BQ5ZAYOA26,86.0,90.0,1
1000009586,PICKUP,,231.0,232.0,1
1000009587,Correo Argentino,TRK-Y03VOO4ES3,108.0,113.0,1
1000009588,Correo Argentino,TRK-A5TTBAX7MK,577.0,580.0,1
1000009589,Correo Argentino,TRK-M5EHOLHW4U,126.0,129.0,1
1000009590,PICKUP,,158.0,159.0,1
1000009591,PICKUP,,557.0,558.0,1
1000009592,PICKUP,,549.0,550.0,1
1000009593,PICKUP,,564.0,565.0,1
1000009594,Correo Argentino,TRK-PAPLBI4SNA,598.0,601.0,1
1000009595,Correo Argentino,,,,0
1000009596,PICKUP,,100.0,101.0,1
1000009597,Correo Argentino,,,,0
1000009598,Correo Argentino,TRK-61GNPVN1DY,369.0,373.0,1
1000009599,PICKUP,,431.0,432.0,1
1000009600,PICKUP,,80.0,81.0,1
1000009601,Correo Argentino,TRK-819NB20TWF,352.0,354.0,1
1000009602,Correo Argentino,TRK-TA0IB24K7Z,3.0,5.0,1
1000009603,Correo Argentino,TRK-YEJQEJEMHQ,200.0,204.0,1
1000009604,PICKUP,,105.0,106.0,1
1000009605,Correo Argentino,TRK-CNHXB2MPJZ,541.0,545.0,1
1000009606,PICKUP,,632.0,633.0,1
1000009607,Correo Argentino,TRK-MBT347Y1ZU,112.0,117.0,1
1000009608,Correo Argentino,TRK-QBUVLMTZE1,149.0,151.0,1
1000009609,PICKUP,,227.0,228.0,1
1000009610,PICKUP,,241.0,242.0,1
1000009611,Correo Argentino,TRK-4RCQJWCB4R,195.0,198.0,1
1000009612,Correo Argentino,,,,0
1000009613,Correo Argentino,TRK-846JBEE9Q4,528.0,533.0,1
1000009614,PICKUP,,599.0,600.0,1
1000009615,Correo Argentino,TRK-KN3N4F35VG,154.0,158.0,1
1000009616,PICKUP,,360.0,361.0,1
1000009617,Correo Argentino,TRK-UYO6D1KSIE,261.0,265.0,1
1000009618,PICKUP,,,,0
1000009619,Correo Argentino,TRK-EVM0QAKRK5,494.0,499.0,1
1000009620,PICKUP,,529.0,530.0,1
1000009621,Correo Argentino,TRK-KG21AQWB67,281.0,285.0,1
1000009622,PICKUP,,,,0
1000009623,Correo Argentino,TRK-J0U0YOA4H1,3.0,5.0,1
1000009624,PICKUP,,466.0,467.0,1
1000009625,Correo Argentino,TRK-FSNBNPR9SG,286.0,289.0,1
1000009626,Correo Argentino,TRK-DLY7I6CECS,618.0,620.0,1
1000009627,Correo Argentino,TRK-JS27G40SO1,70.0,74.0,1
1000009628,PICKUP,,194.0,195.0,1
1000009629,PICKUP,,203.0,204.0,1
1000009630,Correo Argentino,TRK-XKQQL91QIG,394.0,396.0,1
1000009631,PICKUP,,350.0,351.0,1
1000009632,Correo Argentino,TRK-XWAAKLYEDD,295.0,299.0,1
1000009633,PICKUP,,82.0,83.0,1
1000009634,Correo Argentino,TRK-G3M0NRD1FG,544.0,547.0,1
1000009635,Correo Argentino,TRK-8RVM6B9M0U,86.0,89.0,1
1000009636,PICKUP,,593.0,594.0,1
1000009637,Correo Argentino,TRK-F6U3YRSIS4,84.0,88.0,1
1000009638,Correo Argentino,TRK-NYTPIPGTT7,575.0,580.0,1
1000009639,Correo Argentino,TRK-J6PGAHSBCF,361.0,364.0,1
1000009640,Correo Argentino,TRK-U9PCYEOW3P,358.0,361.0,1
1000009641,Correo Argentino,TRK-SMCAI1KEH7,55.0,60.0,1
1000009642,Correo Argentino,TRK-VI1HRRN72X,481.0,485.0,1
1000009643,PICKUP,,392.0,393.0,1
1000009644,PICKUP,,100.0,101.0,1
1000009645,Correo Argentino,TRK-GMX980ATGC,191.0,196.0,1
1000009646,Correo Argentino,,,,0
1000009647,Correo Argentino,TRK-DM6VJOVTTK,117.0,121.0,1
1000009648,Correo Argentino,TRK-3JX102YLS1,431.0,434.0,1
1000009649,Correo Argentino,TRK-GBAGM682WB,440.0,442.0,1
1000009650,Correo Argentino,TRK-QKN1K61G07,616.0,619.0,1
1000009651,Correo Argentino,TRK-OHEKZT3V12,571.0,576.0,1
1000009652,Correo Argentino,TRK-8RADMQ1V97,317.0,322.0,1
1000009653,Correo Argentino,TRK-PNJAO5W6E4,353.0,357.0,1
1000009654,PICKUP,,630.0,631.0,1
1000009655,PICKUP,,428.0,429.0,1
1000009656,Correo Argentino,TRK-RCOOPLDDX4,636.0,638.0,1
1000009657,Correo Argentino,TRK-S801KJNSQ7,143.0,147.0,1
1000009658,Correo Argentino,TRK-BYW52HU3IM,417.0,419.0,1
1000009659,PICKUP,,187.0,188.0,1
1000009660,PICKUP,,533.0,534.0,1
1000009661,Correo Argentino,TRK-QCPB1VXB00,342.0,344.0,1
1000009662,Correo Argentino,,,,0
1000009663,Correo Argentino,TRK-U1BIY09UBD,137.0,142.0,1
1000009664,Correo Argentino,TRK-UQWVZ3DJAP,315.0,317.0,1
1000009665,Correo Argentino,TRK-B5KC92EGS2,594.0,597.0,1
1000009666,Correo Argentino,TRK-N1XPGKX1GJ,165.0,168.0,1
1000009667,Correo Argentino,TRK-DYP7MO76JH,183.0,188.0,1
1000009668,PICKUP,,334.0,335.0,1
1000009669,Correo Argentino,TRK-Y9RYKZ93Q3,362.0,365.0,1
1000009670,PICKUP,,263.0,264.0,1
1000009671,PICKUP,,489.0,490.0,1
1000009672,Correo Argentino,TRK-MGYV3XSBAS,210.0,215.0,1
1000009673,Correo Argentino,TRK-2YQP14DSO9,243.0,247.0,1
1000009674,Correo Argentino,TRK-4W3JZTT0NF,570.0,573.0,1
1000009675,PICKUP,,535.0,536.0,1
1000009676,Correo Argentino,,,,0
1000009677,PICKUP,,,,0
1000009678,Correo Argentino,TRK-COHFI83KHK,205.0,208.0,1
1000009679,Correo Argentino,TRK-ZWIITJ4L26,479.0,484.0,1
1000009680,Correo Argentino,TRK-CQNOHQ6G4U,195.0,198.0,1
1000009681,Correo Argentino,TRK-A72BRQA1F8,577.0,581.0,1
1000009682,PICKUP,,282.0,283.0,1
1000009683,PICKUP,,352.0,353.0,1
1000009684,Correo Argentino,TRK-B5BB8X58HF,129.0,132.0,1
1000009685,PICKUP,,124.0,125.0,1
1000009686,PICKUP,,176.0,177.0,1
1000009687,Correo Argentino,TRK-EVPCBQFPUY,384.0,387.0,1
1000009688,Correo Argentino,TRK-62Z9X9MW4L,206.0,212.0,1
1000009689,Correo Argentino,,,,0
1000009690,PICKUP,,352.0,353.0,1
1000009691,Correo Argentino,TRK-YL8DKDKLOL,422.0,424.0,1
1000009692,PICKUP,,121.0,122.0,1
1000009693,Correo Argentino,,,,0
1000009694,PICKUP,,20.0,21.0,1
1000009695,Correo Argentino,TRK-SZX0SSECMN,177.0,181.0,1
1000009696,Correo Argentino,TRK-0F5G3O4683,295.0,299.0,1
1000009697,Correo Argentino,TRK-TJX5BHKL9T,100.0,105.0,1
1000009698,Correo Argentino,TRK-XGYBQZFN0E,66.0,68.0,1
1000009699,Correo Argentino,TRK-9X63OKGOBI,374.0,378.0,1
1000009700,Correo Argentino,TRK-ZNGQCEKGTP,539.0,542.0,1
1000009701,Correo Argentino,TRK-JTCVEVR9CK,504.0,509.0,1
1000009702,Correo Argentino,TRK-25T299RLE7,570.0,574.0,1
1000009703,Correo Argentino,TRK-M9DCKAUXKJ,259.0,266.0,1
